universidad_id,universidad_nombre,universidad_fecha_fundacion,universidad_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,universidad_calle_numero,universidad_colonia,universidad_cp,universidad_telfono1,universidad_pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
260,"Escuela Nacional de Biblioteconomía y Archivonomía (ENBA)","1945-07-20","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. Ticomán 645","Col. Santa María Ticomán","07330","","","enba_oficial@ipn.mx",-99.13308,19.51074,"http://sic.gob.mx/ficha.php?table=universidad&table_id=260","2026-04-16 18:32:36-06"
3595,"Escuela Superior de Ingeniería Textil ESIT, Zacatenco","1933-05-16","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Instituto Politécnico Nacional 2047","Col. Lindavista","07300","","","crm@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3595","2025-09-08 16:04:39-06"
3596,"Escuela Superior de Ingeniería y Arquitectura ESIA, Unidad Ticomán","1959-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. Ticomán 600","Col. La Purísima Ticomán","07340","","","crm@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3596","2025-08-27 16:44:53-06"
224,"Colegio Amauta","1993-01-29","",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. de Guadalupe 183 esq. Río Consulado","Col. 7 de Noviembre","07840","","","colegioamauta@hotmail.com",-99.12588,19.46157,"http://sic.gob.mx/ficha.php?table=universidad&table_id=224","2025-06-25 19:36:15-06"
3593,"Escuela Superior de Ingeniería Mecánica y Eléctrica ESIME, Unidad Zacatenco","1936-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Manuel de Anda y Barredo","Col. Nueva Industrial Vallejo","07738","","","crm@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3593","2025-08-20 16:21:54-06"
3594,"Escuela Superior de Ingeniería Química e Industrias Extractivas, Zacatenco","1948-11-18","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Luis Enrique Erro s/n","Col. Nueva Industrial Vallejo","07738","","","crm@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3594","2025-06-26 17:24:58-06"
3597,"Escuela Superior de Ingeniería y Arquitectura ESIA,Unidad Zacatenco","1937-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Juan de Dios Bátiz s/n","Col. Adolfo López Mateos","07738","","","crm@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3597","2025-06-10 18:25:27-06"
3589,"Escuela Superior de Física y Matemáticas ESFM, Zacatenco","1000-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Instituto Politécnico Nacional s/n,  edif. 9 Unidad Profesional Adolfo López Mateos","Col. San Pedro Zacatenco","07738","","","",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3589","2019-09-26 06:02:03-05"
163,"Instituto Politécnico Nacional ","1936-01-01","Secretaria de Educación Pública",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Luis Enrique Erro s/n, Unidad Profesional Adolfo López Mateos","Col. Zacatenco","07738","","","crm@ipn.mx",-99.13891,19.50096,"http://sic.gob.mx/ficha.php?table=universidad&table_id=163","2023-11-07 07:14:32-06"
3585,"Escuela Nacional de Medicina y Homeopatía ENMH","1000-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Guillermo Massieu Helguera 239","Col. La Escalera","07320","","","enmh@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3585","2019-09-24 06:52:04-05"
3574,"Centro de Investigación y de Desarrollo Tecnológico en Cómputo CIDETEC, Iztacalco","1997-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Juan de Dios Bátiz s/n esq. Miguel Othón de Mendizábal","Col.  Nueva Industrial Vallejo","07700","","","cidetec@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3574","2025-11-27 18:49:57-06"
3441,"Escuela de Enfermería de la Secretaría de Salud","1968-01-02","",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Instituto Politécnico Nacional 5160","Col. Magdalena de las Salinas","07760","","","",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3441","2025-08-01 18:29:19-06"
3583,"Centro Interdisciplinario de Investigaciones y Estudios sobre Medio Ambiente y Desarrollo CIIEMAD, Zacatenco","1996-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","30 de Junio de 1520 s/n","Barrio La Laguna Ticomán","07340","","","direccion.ciiemad@ipn.mx",-99.12874,19.51445,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3583","2025-07-30 14:42:30-06"
3702,"Universidad Latinoamericana (ULA), Campus Aragón","1000-01-01","Universidad Latinoamericana, S.C.",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. 510 núm. 140, locales 1, 2 y 4","Pueblo San Juan de Aragón","07950","","","",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3702","2019-11-14 06:03:50-06"
3599,"Escuela Superior de Turismo, Ticomán","1974-08-12","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Miguel Bernard 39","Col. La Escalera","07630","","","crm@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3599","2025-11-05 17:26:26-06"
187,"Instituto Mexicano del Petróleo","1965-08-26","",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Eje Central Lazaro Cárdenas 152","Col. San Bartolo Atepehuacan","07730","","","comunicacion@imp.mx",-99.14591,19.49037,"http://sic.gob.mx/ficha.php?table=universidad&table_id=187","2019-09-06 07:49:00-05"
1586,"Universidad ICEL Plantel Azteca","1000-01-01","",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Acueducto de Guadalupe 25 ","Col. Santa Isabel Tola","07010","","","",-99.11715,19.50123,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1586","2021-04-13 08:00:05-05"
505,"Escuela Benjamín Franklin, S.C.","1949-02-01","",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Insurgentes Norte 1423","Col. Guadalupe Insurgentes","07870","","","informes@ebf.edu.mx",0,0,"http://sic.gob.mx/ficha.php?table=universidad&table_id=505","2019-08-05 08:46:21-05"
544,"Escuela Nacional de Ciencias Biológicas ","1936-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Prol. de Carpio y Plan de Ayala s/n","Col. Santo Tomás","11340","","","encb@ipn.mx",-99.17192,19.4532,"http://sic.gob.mx/ficha.php?table=universidad&table_id=544","2025-08-25 19:24:31-06"
3690,"Universidad Insurgentes, Plantel Tlalpan","1994-08-01","Universidad Insurgentes",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Calz. Tlalpan 390","Col. Viaducto Piedad","08200","","","",-99.0975,19.3959,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3690","2025-07-22 18:33:26-06"
3494,"Escuela Superior de Educación Física","1936-03-01","Autoridad Educativa Federal en la Ciudad de México/Dirección General de Educación Normal y Actualización del Magisterio/Dirección de Desarrollo Profesional",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Atletas s/n, Puerta 4","Col. Magdalena Mixuca","08010","","","hilda.aguayo@aefcm.gob.mx",-99.0975,19.3959,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3494","2023-10-04 08:47:20-06"
3600,"Unidad Interdisciplinaria de Ingeniería, Ciencias Sociales y Administrativas","1972-11-06","Instituto Politécnico Nacional",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Av. Té 950 esq. Resina","Col. Granjas México","08400","","","crm@ipn.mx",-99.09185,19.3961,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3600","2025-12-17 11:36:45-06"
174,"Universidad Insurgentes, Plantel Coruña","1985-02-20","Universidad Insurgentes",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Calz. de Tlalpan 400","Col. Viaducto Piedad","08200","","","",-99.1364,19.40187,"http://sic.gob.mx/ficha.php?table=universidad&table_id=174","2025-06-26 19:30:38-06"
242,"Centro Universitario Oriente de México","2002-02-18","",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Av. José Rojo Gómez 375","Col. Agrícola Oriental","08500","","","",-99.07405,19.39239,"http://sic.gob.mx/ficha.php?table=universidad&table_id=242","2021-04-20 08:00:23-05"
3721,"Universidad Victoria","2005-01-01","Particular",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Av. Coyuya 323","Col. Santa Anita","08320","","","",-99.0975,19.3959,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3721","2025-07-01 15:59:39-06"
4009,"Universidad para el Bienestar Benito Juárez García, sede Iztacalco","2019-07-30","SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Anís 23 esq. Hortaliza","Ex-ejido de La Magdalena Mixhuica","08010","","","dirvinculacion@ubbj.edu.mx",-99.0883,19.39325,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4009","2024-07-02 10:59:35-06"
3474,"Escuela Nacional de Entrenadores Deportivos (ENED)","1984-10-31","Secretaría de Educación Pública/CONADE",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Añil puerta 10 acceso J","Col. Granjas México","08400","","","acad.ened32@conade.gob.mx",-99.0975,19.3959,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3474","2025-08-04 17:02:01-06"
3508,"Instituto Bonampak, Campus Oriente ","1999-04-30","",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Av. Ferrocarril de Río Frio 384","Col. Agrícola Oriental","08500","","","campusoriente@institutobonampak.edu.mx",-99.0975,19.3959,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3508","2025-10-24 17:57:42-06"
1573,"Universidad Pedagógica Nacional (UPN) U-098","1000-01-01","SEP",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Calz. de la Viga 1227","Col. Militar Marte","","","","direccion0982019 @gmail.com",-99.12284,19.37817,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1573","2023-01-02 03:49:08-06"
2376,"Universidad Insurgentes, Plantel Ermita","1995-01-01","Universidad Insurgentes",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ermita Iztapalapa 1693 ","Col. Octava Ampliación de San Miguel Iztapalapa","09830 ","","","",-99.07882,19.35245,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2376","2025-07-08 19:26:51-06"
2607,"Universidad Autónoma de la Ciudad de México Campus San Lorenzo Tezonco","2001-01-25","Universidad Autónoma de la Ciudad de México (UACM)",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Prolg. San Isidro 151","Col. San Lorenzo Tezonco","09790","","","enrique.garduno@uacm.edu.mx",-99.059,19.31422,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2607","2025-05-08 16:17:14-06"
323,"Universidad Tres Culturas, Campus Iztapalapa","1987-05-17","",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ermita-Iztapalapa núm. 1729 ","Col. Ampliación San Miguel","09830","","","",-99.07819,19.35187,"http://sic.gob.mx/ficha.php?table=universidad&table_id=323","2021-02-10 02:41:34-06"
1480,"Universidad Insurgentes, Plantel Tláhuac","2005-01-01","Universidad Insurgentes",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Tláhuac 1789","Col. San Lorenzo Tezonco","09900","","","",-99.06967,19.30925,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1480","2019-11-08 07:25:17-06"
1587,"Universidad ICEL,  Campus Zaragoza","1990-11-01","Particular",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Texcoco 1532","Col. Santa Martha Acatitla","09510","","","informesicel@icel.edu.mx",-99.01619,19.38107,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1587","2025-11-26 19:51:51-06"
3629,"Universidad Autónoma de la Ciudad de México (UACM), Plantel Casa Libertad","2001-01-01","",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ermita Iztapalapa  4163","Col. Lomas de Zaragoza","09620","","","enrique.garduno@uacm.edu.mx",-99.00024,19.35792,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3629","2026-01-16 19:27:39-06"
177,"UNITEC Sur - Universidad Tecnológica de México","1997-08-01","Universidad Tecnológica de México (UNITEC)",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ermita Iztapalapa 557","Col. Granjas Esmeralda","09810","","","informes@mail.unitec.mx",-99.11799,19.35659,"http://sic.gob.mx/ficha.php?table=universidad&table_id=177","2024-05-29 12:48:12-06"
2377,"Universidad Insurgentes, Plantel Iztapalapa","1995-01-01","Universidad Insurgentes",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ermita Iztapalapa 4018 esq. Eje 5 Sur","Col. Paraje Zacatepec","09500","","","contacto.iztapalapa@uinsurgentes.mx ",-99.00838,19.35525,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2377","2023-01-05 04:36:01-06"
56,"Universidad Autónoma Metropolitana, Unidad Iztapalapa","1974-09-30","Universidad Autónoma Metropolitana (UAM)",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Ferrocarril San Rafael Atlixco 186","Col. Leyes de Reforma","09310","","","rectoria@xanum.uam.mx",-99.07193,19.36079,"http://sic.gob.mx/ficha.php?table=universidad&table_id=56","2025-07-01 14:02:51-06"
1601,"Facultad de Estudios Superiores Zaragoza ","1976-01-01","UNAM",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Guelatao 66","Col. Ejército de Oriente","09230","","","secretaria.general@zaragoza.unam.mx",-99.03763,19.38322,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1601","2020-03-13 07:05:56-06"
4169,"Instituto Tecnológico de Iztapalapa","2008-08-01","SEP/Tecnológico Nacional de México (TecNM)",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Telecomunicaciones s/n","Col. Chinampac de Juárez","09208","","","",-99.05291,19.38044,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4169","2026-04-07 14:09:47-06"
134,"Universidad ICEL,  Campus Ermita","1996-04-15","Particular",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Ermita Iztapalapa 1907","Col. Los Ángeles","09710","","","atencion@icel.edu.mx",-99.07235,19.34942,"http://sic.gob.mx/ficha.php?table=universidad&table_id=134","2022-01-07 02:38:18-06"
4199,"Instituto Tecnológico de Iztapalapa II","2009-09-16","SEP/Tecnológico Nacional de México (TecNM)",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Calle Valle de México 47 entre Zapotes y Ciruelos","Col. Miravalle","09696","","","dda_iztapalapa2@tecnm.mx ",-98.99793,19.33444,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4199","2024-08-22 07:53:03-06"
139,"Instituto Cultural Derechos Humanos","1993-09-01","Instituto Cultural Derechos Humanos, S.C.",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Emilio N. Acosta 62","Col. Amp. Santa Martha Acatitla","09510","","","",-99.02165,19.38042,"http://sic.gob.mx/ficha.php?table=universidad&table_id=139","2019-08-20 09:00:25-05"
3686,"Universidad IMEP","1997-01-01","Particular",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ignacio Zaragoza 3001","Col. Santa Martha Acatitla","09510","","","inscripciones@unimep.com.mx",-99.0925,19.359,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3686","2025-11-25 17:07:05-06"
4168,"Instituto Tecnológico de Iztapalapa III","2009-09-14","SEP/Tecnológico Nacional de México (TecNM)",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Cerrada de Orquídea 71","San Miguel Teotongo","09630","","","cyd_iztapalapaIII@tecnm.mx",-98.98589,19.33713,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4168","2024-08-19 14:34:57-06"
4134,"Universidad para el Bienestar Benito Juárez García, sede Iztapalapa","2019-07-30","SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Reforma Deportiva s/n","Reforma Política","09730","","","dirvinculacion@ubbj.edu.mx",-99.03122,19.34294,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4134","2024-07-02 11:36:27-06"
2086,"Centro Interamericano de Estudios de Seguridad Social Jesús Reyes Heróles","1963-03-19","",9,"Ciudad de México",8,"La Magdalena Contreras",1,"La Magdalena Contreras","San Ramón s/n ","Col. San Jerónimo Lídice","10100","","","",-99.2177,19.33001,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2086","2021-07-16 10:06:37-05"
2632,"Instituto Tecnológico Autónomo de México (ITAM) Campus Santa Teresa","1986-08-13","Particular",9,"Ciudad de México",8,"La Magdalena Contreras",1,"La Magdalena Contreras","Av. Camino a Santa Teresa 930","Col. Héroes de Padierna","10700","","","itam@itam.mx",-99.2233,19.31227,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2632","2025-09-01 17:52:16-06"
3989,"Universidad para el Bienestar Benito Juárez García, sede Magdalena Contreras","2019-07-30","SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García",9,"Ciudad de México",8,"La Magdalena Contreras",1,"La Magdalena Contreras","Ahuatongo 173","San Bernabé Ocotepec","","","","dirvinculacion@ubbj.edu.mx",-99.25331,19.31101,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3989","2024-06-28 09:24:56-06"
4075,"Universidad para el Bienestar Benito Juárez García, sede Tlalpan","2019-07-30","SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García",9,"Ciudad de México",9,"Milpa Alta",1,"Villa Milpa Alta","Tlaxcala Nte. s/n","Col. Santa Martha","12000","","","dirvinculacion@ubbj.edu.mx",-99.02961,19.20084,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4075","2026-01-22 09:41:45-06"
4189,"Instituto Tecnológico de Milpa Alta II","2010-08-20","SEP/Tecnológico Nacional de México (TecNM)",9,"Ciudad de México",9,"Milpa Alta",1,"Villa Milpa Alta","Guerrero Sur 171","Col. Pueblo de San Juan Tepenahuac","12800","","","ext_milpaalta2@tecnm.mx",-98.99132,19.19246,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4189","2024-08-20 11:22:23-06"
4015,"Universidad del Bienestar Benito Juárez García, sede Milpa Alta","2019-07-30","SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García",9,"Ciudad de México",9,"Milpa Alta",15,"San Bartolomé Xicomulco","Casa de Cultura Tepecuitlapa, Av. 5 de Mayo s/n ","San Bartolomé Xicomulco","12250","","","dirvinculacion@ubbj.edu.mx",-99.07062,19.20545,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4015","2024-06-27 12:54:23-06"
4207,"Instituto Tecnológico de Milpa Alta","2008-06-24","SEP/Tecnológico Nacional de México (TecNM)",9,"Ciudad de México",9,"Milpa Alta",33,"San Salvador Cuauhtenco","Independencia Sur 36","Col. San Salvador Cuauhtenco","12300","","","dir01_milpaalta@tecnm.mx",-99.10037,19.20735,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4207","2024-08-21 09:58:03-06"
3581,"Centro Interdisciplinario de Ciencias de la Salud CICS, Unidad Milpa Alta","1000-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",9,"Milpa Alta",268,"Moxala","Ex Hacienda del Mayorazgo Km 39.5 Carr. Xochimilco-Oaxtepec","Col. Villa Milpa Alta","12000","","","cicsma@ipn.mx",-99.01444,19.20731,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3581","2026-04-20 19:58:58-06"
36,"Universidad Iberoamericana (UIA) Ciudad de México","1943-01-01","Universidad Iberoamericana (UIA)",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Prol. Paseo de la Reforma 880","Col. Lomas de Santa Fé","01219","","","",-99.26402,19.36949,"http://sic.gob.mx/ficha.php?table=universidad&table_id=36","2025-08-21 19:34:41-06"
3675,"Universidad Humanitas, Campus Santa Fe","1000-01-01","Particular",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Guillermo González Camarena 1900 PH a la B","Col. Zedec Santa Fe","01210","","","paola.gonzalez@humanitas.edu.mx",-99.19528,19.39081,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3675","2019-10-31 08:39:20-06"
128,"Centro de Estudios Superiores de San Ángel (CESSA) ","1976-09-06","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Morelos 7","Col. Tizapán","01090","","","sanangel@cessa.edu.mx",-99.20063,19.34278,"http://sic.gob.mx/ficha.php?table=universidad&table_id=128","2023-09-27 06:33:56-06"
133,"Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Santa Fé ","2001-08-01","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Carlos Lazo 100","Santa Fe","01389","","","admisiones.csf@itesm.mx",-99.25851,19.35978,"http://sic.gob.mx/ficha.php?table=universidad&table_id=133","2023-09-28 03:33:52-06"
4163,"Instituto Tecnológico de Álvaro Obregón","2010-10-25","SEP/Tecnológico Nacional de México (TecNM)",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Calle del Rosal 89","Col.Tepeaca","01550","","","difusion@itao.edu.mx",-99.19528,19.39081,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4163","2024-08-15 11:11:31-06"
2507,"Tecnológico de Monterrey, Campus Santa Fe","2001-08-01"," Instituto Tecnológico y de Estudios Superiores de Monterrey",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Carlos Lazo 100","Col. Santa Fe ","01389","","","admisiones.csf@itesm.mx",-99.25843,19.35986,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2507","2025-06-11 16:53:20-06"
155,"Centro Avanzado de Comunicación Eulalio Ferrer","1987-08-10","Particular",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Miguel Ángel de Quevedo 8, piso 4","Ex-Hacienda Guadalupe Chimalistac","01050","","","diana.cardona@cadec.mx",-99.18633,19.34984,"http://sic.gob.mx/ficha.php?table=universidad&table_id=155","2019-07-17 07:33:35-05"
94,"Centro de Estudios Superiores Monte Fénix","1994-11-25","",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Las Flores 439","Col. San Ángel Inn","01060","","","difusion@cesmf.edu.mx",-99.19157,19.35919,"http://sic.gob.mx/ficha.php?table=universidad&table_id=94","2021-04-21 06:01:28-05"
126,"Clínica del Instituto de la Familia ","1997-07-18","Instituto de la Familia, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Jalisco 8","Col. Tizapán San Ángel","01090","","","",-99.20306,19.33929,"http://sic.gob.mx/ficha.php?table=universidad&table_id=126","2021-05-05 07:04:06-05"
3496,"Facultad de Derecho de la Barra Nacional de Abogados","1984-03-27","Particular",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Calz. de los Leones 144","Col. Los Alpes","01010","","","admisiones@bna.edu.mx",-99.19528,19.39081,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3496","2025-09-05 17:11:12-06"
55,"Universidad Latinoamericana, Campus Florida","2000-08-01","Universidad Latinoamericana, S.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Iztaccihuatl 178 ","Col. Florida","01030","","","info@ula.edu.mx",-99.17705,19.36038,"http://sic.gob.mx/ficha.php?table=universidad&table_id=55","2025-07-16 10:49:36-06"
349,"Centro Eleia Actividades Psicológicas, Plantel Sur","1998-02-13","Particular",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Insurgentes Sur 1971, piso 3","Col. Guadalupe Inn","01020","","","informes@centroeleia.edu.mx",-99.18638,19.35179,"http://sic.gob.mx/ficha.php?table=universidad&table_id=349","2019-10-07 07:29:08-05"
53,"Instituto Tecnológico de la Construcción","1983-10-25","Cámara Mexicana de la Industria de la Construcción (CMIC)",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Rómulo O Fárril 480","Col. Olivar de los Padres","01780","","","info@itc-ac@edu.mx",-99.20191,19.35577,"http://sic.gob.mx/ficha.php?table=universidad&table_id=53","2026-04-22 19:00:35-06"
64,"Universidad Anáhuac México Sur","1981-01-01","Universidad Anáhuac México Sur, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. de las Torres 131","Col. Olivar de los Padres","01780","","","dermot@ds.uas.mx",-99.24411,19.33367,"http://sic.gob.mx/ficha.php?table=universidad&table_id=64","2025-08-25 17:58:11-06"
696,"Instituto Mexicano de Sexología","1979-09-01","Particular",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Calz. de Las Águilas 657","Col. Ampliación Las Águilas","01750","","","informes@imesex.edu.mx",-99.21375,19.35772,"http://sic.gob.mx/ficha.php?table=universidad&table_id=696","2025-06-18 19:23:46-06"
1479,"Universidad Insurgentes, Plantel San Ángel","2000-01-01","Universidad Insurgentes",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1836","Col. San Ángel","01000","","","",-99.19131,19.34144,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1479","2019-11-07 08:04:42-06"
1237,"Universidad Panamericana, Sede Santa Fé","1000-01-01","Centros Culturales de México, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Park Plaza II, Av. Javier Barros Sierra 540, piso 3","Col. Santa Fe","01210","","","",-99.25968,19.36448,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1237","2025-06-11 11:51:17-06"
152,"Instituto Tecnológico Autónomo de México (ITAM)","1946-01-01","Particular",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Río Hondo 1","Col. Progreso Tizapán","01080","","","informes@itam.mx",-99.20045,19.34484,"http://sic.gob.mx/ficha.php?table=universidad&table_id=152","2026-04-22 18:57:38-06"
4312,"Universidad La Salle México unidad Santa Lucía","1962-02-15","Universidad La Salle, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Tamaulipas 3","Col. Zona Federal","01357","","","",-99.23872,19.36714,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4312","2025-08-14 13:14:52-06"
